Species	Calanus helgolandicus			
Number of data sets	1			
				
Data set no.	1			
Locus	Mitochondrial 16S RNA			
DNA sequence lengh (in base pairs)	218			
No. of DNA sequences	408			
				
Data source references:		Sample areas	Habitat	Links to source data files
1	Yebra, L., Bonnet, D., Harris, R. P., Lindeque, P. K., & Peijnenburg, K. T. C. A. (2011). Barriers in the pelagic: Population structuring of Calanus helgolandicus and C. euxinus in ­European waters. Marine Ecology Progress Series, 428, 135–149. doi: 10.3354/meps09056	Eastern North	NA	GenBank
				
Migrate data file name	Calanus_helgolandicus_218mt16S_408bp_20170425_Migrate_1pop.txt			
Results figure(s)	4, 5, 6, S5			
				
Individual sample identifiers and data source				
Migrate_infile_sequence_identifier	Migrate_sample_partition	Data_source	GenBank_Accession_number	Source_DNA_sequence_identifier
Chel0100	North	1	FJ861604	Haplotype 01
Chel0101	North	1	FJ861604	Haplotype 01
Chel0102	North	1	FJ861604	Haplotype 01
Chel0103	North	1	FJ861604	Haplotype 01
Chel0104	North	1	FJ861604	Haplotype 01
Chel0105	North	1	FJ861604	Haplotype 01
Chel0106	North	1	FJ861604	Haplotype 01
Chel0107	North	1	FJ861604	Haplotype 01
Chel0108	North	1	FJ861604	Haplotype 01
Chel0109	North	1	FJ861604	Haplotype 01
Chel0110	North	1	FJ861605	Haplotype 02
Chel0111	North	1	FJ861606	Haplotype 03
Chel0112	North	1	FJ861624	Haplotype 21
Chel0113	North	1	FJ861629	Haplotype 26
Chel0114	North	1	FJ861631	Haplotype 28
Chel0115	North	1	FJ861632	Haplotype 29
Chel0116	North	1	FJ861604	Haplotype 01
Chel0117	North	1	FJ861604	Haplotype 01
Chel0118	North	1	FJ861604	Haplotype 01
Chel0119	North	1	FJ861604	Haplotype 01
Chel0120	North	1	FJ861604	Haplotype 01
Chel0121	North	1	FJ861604	Haplotype 01
Chel0122	North	1	FJ861604	Haplotype 01
Chel0123	North	1	FJ861604	Haplotype 01
Chel0124	North	1	FJ861604	Haplotype 01
Chel0125	North	1	FJ861604	Haplotype 01
Chel0126	North	1	FJ861604	Haplotype 01
Chel0127	North	1	FJ861604	Haplotype 01
Chel0128	North	1	FJ861606	Haplotype 03
Chel0129	North	1	FJ861628	Haplotype 25
Chel0130	North	1	FJ861604	Haplotype 01
Chel0131	North	1	FJ861604	Haplotype 01
Chel0132	North	1	FJ861604	Haplotype 01
Chel0133	North	1	FJ861604	Haplotype 01
Chel0134	North	1	FJ861604	Haplotype 01
Chel0135	North	1	FJ861604	Haplotype 01
Chel0136	North	1	FJ861604	Haplotype 01
Chel0137	North	1	FJ861604	Haplotype 01
Chel0138	North	1	FJ861604	Haplotype 01
Chel0139	North	1	FJ861604	Haplotype 01
Chel0140	North	1	FJ861604	Haplotype 01
Chel0141	North	1	FJ861604	Haplotype 01
Chel0142	North	1	FJ861604	Haplotype 01
Chel0143	North	1	FJ861604	Haplotype 01
Chel0144	North	1	FJ861604	Haplotype 01
Chel0145	North	1	FJ861604	Haplotype 01
Chel0146	North	1	FJ861604	Haplotype 01
Chel0147	North	1	FJ861604	Haplotype 01
Chel0148	North	1	FJ861604	Haplotype 01
Chel0149	North	1	FJ861604	Haplotype 01
Chel0150	North	1	FJ861604	Haplotype 01
Chel0151	North	1	FJ861604	Haplotype 01
Chel0152	North	1	FJ861604	Haplotype 01
Chel0153	North	1	FJ861604	Haplotype 01
Chel0154	North	1	FJ861604	Haplotype 01
Chel0155	North	1	FJ861604	Haplotype 01
Chel0156	North	1	FJ861604	Haplotype 01
Chel0157	North	1	FJ861604	Haplotype 01
Chel0158	North	1	FJ861604	Haplotype 01
Chel0159	North	1	FJ861604	Haplotype 01
Chel0160	North	1	FJ861604	Haplotype 01
Chel0161	North	1	FJ861604	Haplotype 01
Chel0162	North	1	FJ861604	Haplotype 01
Chel0163	North	1	FJ861604	Haplotype 01
Chel0164	North	1	FJ861604	Haplotype 01
Chel0165	North	1	FJ861604	Haplotype 01
Chel0166	North	1	FJ861604	Haplotype 01
Chel0167	North	1	FJ861604	Haplotype 01
Chel0168	North	1	FJ861604	Haplotype 01
Chel0169	North	1	FJ861604	Haplotype 01
Chel0170	North	1	FJ861604	Haplotype 01
Chel0171	North	1	FJ861604	Haplotype 01
Chel0172	North	1	FJ861604	Haplotype 01
Chel0173	North	1	FJ861604	Haplotype 01
Chel0174	North	1	FJ861604	Haplotype 01
Chel0175	North	1	FJ861605	Haplotype 02
Chel0176	North	1	FJ861605	Haplotype 02
Chel0177	North	1	FJ861606	Haplotype 03
Chel0178	North	1	FJ861607	Haplotype 04
Chel0179	North	1	FJ861608	Haplotype 05
Chel0180	North	1	FJ861608	Haplotype 05
Chel0181	North	1	FJ861608	Haplotype 05
Chel0182	North	1	FJ861609	Haplotype 06
Chel0183	North	1	FJ861610	Haplotype 07
Chel0184	North	1	FJ861611	Haplotype 08
Chel0185	North	1	FJ861612	Haplotype 09
Chel0186	North	1	FJ861616	Haplotype 13
Chel0187	North	1	FJ861616	Haplotype 13
Chel0188	North	1	FJ861630	Haplotype 27
Chel0189	North	1	FJ861604	Haplotype 01
Chel0190	North	1	FJ861604	Haplotype 01
Chel0191	North	1	FJ861604	Haplotype 01
Chel0192	North	1	FJ861604	Haplotype 01
Chel0193	North	1	FJ861604	Haplotype 01
Chel0194	North	1	FJ861604	Haplotype 01
Chel0195	North	1	FJ861604	Haplotype 01
Chel0196	North	1	FJ861604	Haplotype 01
Chel0197	North	1	FJ861604	Haplotype 01
Chel0198	North	1	FJ861604	Haplotype 01
Chel0199	North	1	FJ861604	Haplotype 01
Chel0200	North	1	FJ861604	Haplotype 01
Chel0201	North	1	FJ861605	Haplotype 02
Chel0202	North	1	FJ861623	Haplotype 20
Chel0203	North	1	FJ861604	Haplotype 01
